NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
PLEKHA5	1	PLEKHA5	
BTN3A3	1	BTN3A3	
LPCAT2	1	LPCAT2	
HOXB3	1	HOXB3	
ZSCAN31	1	ZSCAN31	
ENSG00000187951	1	LOC100288637	
RTKN	1	RTKN	
MAT2A	1	MAT2A	
IRF1	1	IRF1	
MTMR9LP	1	MTMR9LP	
GRK5	1	GRK5	
AKR1C1	1	AKR1C1	
MMRN2	1	MMRN2	
REEP2	1	REEP2	
MDK	1	MDK	
ZNF589	1	ZNF589	
NHSL1	1	NHSL1	
C1orf21	1	C1orf21	
CNIH2	1	CNIH2	
B2M	1	B2M	
ADNP	1	ADNP	
NPTX1	1	NPTX1	
PWWP3A	1	PWWP3A	
MARF1	1	MARF1	
TBL1X	1	TBL1X	
BOC	1	BOC	
FAM20A	1	FAM20A	
HCN2	1	HCN2	
TRBC2	1	TRBC2	
PHLDB1	1	PHLDB1	
BMPR2	1	BMPR2	
ARHGEF3	1	ARHGEF3	
NR1D1	1	NR1D1	
PLXNA3	1	PLXNA3	
KIAA1549L	1	KIAA1549L	
CLSTN2	1	CLSTN2	
NR2F1-AS1	1	NR2F1-AS1	
DKK2	1	DKK2	
CASS4	1	CASS4	
STEAP1	1	STEAP1	
CCDC8	1	CCDC8	
FUT8-AS1	1	FUT8-AS1	
TP53BP1	1	TP53BP1	
PDGFRB	1	PDGFRB	
LAMB1	1	LAMB1	
GGCX	1	GGCX	
TCF3	1	TCF3	
ZNF436	1	ZNF436	
SMOX	1	SMOX	
CDCP1	1	CDCP1	
TNIK	1	TNIK	
BBX	1	BBX	
SYT14	1	SYT14	
MME	1	MME	
CTSB	1	CTSB	
DCN	1	DCN	
HEY1	1	HEY1	
SFXN5	1	SFXN5	
ENSG00000272668	1	LOC107985216	
PRRT2	1	PRRT2	
UBR1	1	UBR1	
RNF213	1	RNF213	
C1orf54	1	C1orf54	
ETV5	1	ETV5	
TGFBR3	1	TGFBR3	
LINC01145	1	LINC01145	
PNMA8A	1	PNMA8A	
SLC9A9	1	SLC9A9	
GBP4	1	GBP4	
SMG6	1	SMG6	
SULF1	1	SULF1	
FER1L4	1	FER1L4	
PCDH18	1	PCDH18	
RNF149	1	RNF149	
SH3TC1	1	SH3TC1	
PLAUR	1	PLAUR	
THRA	1	THRA	
GPR162	1	GPR162	
MFAP1	1	MFAP1	
PAK1	1	PAK1	
CLIP2	1	CLIP2	
UBE2E3	1	UBE2E3	
ICE1	1	ICE1	
RASSF2	1	RASSF2	
ELOVL5	1	ELOVL5	
ZNF154	1	ZNF154	
ABCA6	1	ABCA6	
PTEN	1	PTEN	
LINC00623	1	LINC00623	
SP1	1	SP1	
CALCRL	1	CALCRL	
LIMS1	1	LIMS1	
HMGA2	1	HMGA2	
GPC4	1	GPC4	
ZIC1	1	ZIC1	
ARNT2	1	ARNT2	
UBA7	1	UBA7	
ROBO4	1	ROBO4	
STON1	1	STON1	
MSI2	1	MSI2	
LGALS3	1	LGALS3	
MIR34AHG	1	MIR34AHG	
SFRP2	1	SFRP2	
IRF2BP2	1	IRF2BP2	
TIE1	1	TIE1	
TRPS1	1	TRPS1	
PCOLCE	1	PCOLCE	
SNCA	1	SNCA	
SOCS2	1	SOCS2	
PPARG	1	PPARG	
PLAU	1	PLAU	
IRF2BPL	1	IRF2BPL	
EGR3	1	EGR3	
RBMS1	1	RBMS1	
KMT2E	1	KMT2E	
COL10A1	1	COL10A1	
MXRA5	1	MXRA5	
FAN1	1	FAN1	
APOBEC3G	1	APOBEC3G	
TANC2	1	TANC2	
SLC14A1	1	SLC14A1	
SYT7	1	SYT7	
ILRUN	1	ILRUN	
SIX5	1	SIX5	
DOCK6	1	DOCK6	
AGPAT4	1	AGPAT4	
PCSK1	1	PCSK1	
LDLRAD3	1	LDLRAD3	
HSPB6	1	HSPB6	
TOB2	1	TOB2	
TMEM200A	1	TMEM200A	
COCH	1	COCH	
GBP2	1	GBP2	
LRIG3	1	LRIG3	
RASL12	1	RASL12	
IFI44	1	IFI44	
BHLHE41	1	BHLHE41	
RGMA	1	RGMA	
ARHGAP20	1	ARHGAP20	
HIPK2	1	HIPK2	
RIN1	1	RIN1	
SNAI1	1	SNAI1	
SOX9	1	SOX9	
ZNF697	1	ZNF697	
ZFAND5	1	ZFAND5	
KCNMB4	1	KCNMB4	
PEG3	1	PEG3	
ZNF770	1	ZNF770	
FAM168A	1	FAM168A	
ZNF514	1	ZNF514	
FHL3	1	FHL3	
TRIL	1	TRIL	
TP63	1	TP63	
CFAP44	1	CFAP44	
SACS	1	SACS	
PDK3	1	PDK3	
QSER1	1	QSER1	
WNT5A	1	WNT5A	
BCORL1	1	BCORL1	
RHBDF1	1	RHBDF1	
ACTG1	1	ACTG1	
ADAMTS14	1	ADAMTS14	
ERRFI1	1	ERRFI1	
KIFAP3	1	KIFAP3	
UBE3A	1	UBE3A	
HNMT	1	HNMT	
ITGA11	1	ITGA11	
FKBP10	1	FKBP10	
KIAA1217	1	KIAA1217	
ASAP2	1	ASAP2	
SEC24D	1	SEC24D	
GUCY1B1	1	GUCY1B1	
ROBO3	1	ROBO3	
PAMR1	1	PAMR1	
PTPA	1	PTPA	
KLHL42	1	KLHL42	
FAM225A	1	FAM225A	
PRKAR1A	1	PRKAR1A	
CYP2R1	1	CYP2R1	
GABBR1	1	GABBR1	
ERLEC1P1	1	ERLEC1P1	
FNDC5	1	FNDC5	
OMD	1	OMD	
DUSP4	1	DUSP4	
NPAS3	1	NPAS3	
VAT1L	1	VAT1L	
COLEC12	1	COLEC12	
NHS	1	NHS	
RGCC	1	RGCC	
DYNC2H1	1	DYNC2H1	
SLC12A7	1	SLC12A7	
TFAP2A	1	TFAP2A	
HAS2	1	HAS2	
FAXDC2	1	FAXDC2	
SLITRK6	1	SLITRK6	
GRAMD1B	1	GRAMD1B	
LGALS9	1	LGALS9	
ADGRA2	1	ADGRA2	
RARB	1	RARB	
PDE10A	1	PDE10A	
ZFYVE19	1	ZFYVE19	
S100A13	1	S100A13	
BICD1	1	BICD1	
LINC00869	1	LINC00869	
NTM	1	NTM	
PTN	1	PTN	
NUMB	1	NUMB	
FSD1	1	FSD1	
DOCK10	1	DOCK10	
IL17RD	1	IL17RD	
PRKD3	1	PRKD3	
STMN3	1	STMN3	
ARMC9	1	ARMC9	
ETV1	1	ETV1	
ADAMTS6	1	ADAMTS6	
YES1	1	YES1	
REV1	1	REV1	
ARHGAP29	1	ARHGAP29	
KATNBL1	1	KATNBL1	
WDR54	1	WDR54	
MIDEAS	1	MIDEAS	
ZBTB1	1	ZBTB1	
DIAPH2	1	DIAPH2	
SEC14L2	1	SEC14L2	
HES1	1	HES1	
PCDHB12	1	PCDHB12	
NFATC4	1	NFATC4	
HEPH	1	HEPH	
FAM13C	1	FAM13C	
EML3	1	EML3	
TRERF1	1	TRERF1	
DACT1	1	DACT1	
CTNNB1	1	CTNNB1	
MAML3	1	MAML3	
PPP1R9B	1	PPP1R9B	
ABCA1	1	ABCA1	
SMAGP	1	SMAGP	
FMO3	1	FMO3	
ITPRID2	1	ITPRID2	
ARID1B	1	ARID1B	
KIAA0895L	1	KIAA0895L	
SRGAP1	1	SRGAP1	
PDGFRL	1	PDGFRL	
ARHGAP6	1	ARHGAP6	
LPCAT1	1	LPCAT1	
CBLN3	1	CBLN3	
SMIM3	1	SMIM3	
MINDY4	1	MINDY4	
NFIB	1	NFIB	
SLC35E2B	1	SLC35E2B	
CDH11	1	CDH11	
NPR2	1	NPR2	
IL16	1	IL16	
GOLM2	1	GOLM2	
CEP85L	1	CEP85L	
OIP5-AS1	1	OIP5-AS1	
PLEKHG1	1	PLEKHG1	
MAGEH1	1	MAGEH1	
AXIN2	1	AXIN2	
SERF2	1	SERF2	
PDPN	1	PDPN	
FAIM2	1	FAIM2	
RAI1	1	RAI1	
CMTM3	1	CMTM3	
HCLS1	1	HCLS1	
PYCARD	1	PYCARD	
SGCD	1	SGCD	
CCND2	1	CCND2	
ATF7IP	1	ATF7IP	
SGCE	1	SGCE	
COL1A1	1	COL1A1	
PLXDC2	1	PLXDC2	
IER5L	1	IER5L	
TPP1	1	TPP1	
PAPPA2	1	PAPPA2	
KCNJ6	1	KCNJ6	
CBS	1	CBS	
PID1	1	PID1	
GIMAP2	1	GIMAP2	
BCL9	1	BCL9	
STIM2	1	STIM2	
TM4SF18	1	TM4SF18	
FOXD1	1	FOXD1	
VEPH1	1	VEPH1	
ISLR2	1	ISLR2	
HPCAL1	1	HPCAL1	
MTMR11	1	MTMR11	
ELMOD1	1	ELMOD1	
SCPEP1	1	SCPEP1	
RGS17	1	RGS17	
ZBTB38	1	ZBTB38	
NOTCH3	1	NOTCH3	
ACSS1	1	ACSS1	
ACADVL	1	ACADVL	
KAT6B	1	KAT6B	
TFAP4	1	TFAP4	
NTN1	1	NTN1	
EPHA7	1	EPHA7	
ARHGEF25	1	ARHGEF25	
FAM114A1	1	FAM114A1	
CDAN1	1	CDAN1	
NCK2	1	NCK2	
ELOVL4	1	ELOVL4	
FBN1	1	FBN1	
CAMK1G	1	CAMK1G	
PPP1CC	1	PPP1CC	
FAM89B	1	FAM89B	
DPYSL3	1	DPYSL3	
SLC7A7	1	SLC7A7	
UBALD2	1	UBALD2	
ARHGAP24	1	ARHGAP24	
ZNF354C	1	ZNF354C	
PCGF2	1	PCGF2	
ENSG00000277117	1	LOC102723996	
HTR1F	1	HTR1F	
RAI14	1	RAI14	
LRP4	1	LRP4	
SNX10	1	SNX10	
SHANK1	1	SHANK1	
PDLIM7	1	PDLIM7	
KCND1	1	KCND1	
DBP	1	DBP	
PRRT1	1	PRRT1	
RNASEL	1	RNASEL	
TMSB4XP8	1	TMSB4XP8	
PDE4B	1	PDE4B	
MEG3	1	MEG3	
EID1	1	EID1	
ALKBH2	1	ALKBH2	
GRIA3	1	GRIA3	
SFRP4	1	SFRP4	
PRSS12	1	PRSS12	
COPS2	1	COPS2	
FAM43A	1	FAM43A	
SLC6A15	1	SLC6A15	
ENSG00000215302	1	LOC100288203	
FAM98B	1	FAM98B	
NETO1	1	NETO1	
S1PR2	1	S1PR2	
HNRNPA1	1	HNRNPA1	
RUNX2	1	RUNX2	
CHST6	1	CHST6	
AMPD3	1	AMPD3	
ATP2B1	1	ATP2B1	
PRTFDC1	1	PRTFDC1	
EPHB6	1	EPHB6	
LTBP3	1	LTBP3	
RGS4	1	RGS4	
IL7	1	IL7	
MAGED4B	1	MAGED4B	
ARHGAP32	1	ARHGAP32	
NIBAN2	1	NIBAN2	
STK38L	1	STK38L	
USP11	1	USP11	
WT1-AS	1	WT1-AS	
PPP1R18	1	PPP1R18	
IL17RA	1	IL17RA	
GNG8	1	GNG8	
ADGRE1	1	ADGRE1	
NTNG1	1	NTNG1	
SNRNP200	1	SNRNP200	
NCOR1	1	NCOR1	
PHEX	1	PHEX	
IFI44L	1	IFI44L	
TBKBP1	1	TBKBP1	
SECTM1	1	SECTM1	
TLE1	1	TLE1	
TUBGCP4	1	TUBGCP4	
SAMD3	1	SAMD3	
LOXL4	1	LOXL4	
RTN2	1	RTN2	
DENND2B	1	DENND2B	
DCDC2	1	DCDC2	
BEAN1	1	BEAN1	
MIIP	1	MIIP	
SORCS2	1	SORCS2	
ZNF365	1	ZNF365	
PITPNM2	1	PITPNM2	
RBP1	1	RBP1	
LRRK1	1	LRRK1	
FANCF	1	FANCF	
SIGIRR	1	SIGIRR	
APPL1	1	APPL1	
BET1	1	BET1	
TMEM26	1	TMEM26	
MYCT1	1	MYCT1	
KLF7	1	KLF7	
HTR7	1	HTR7	
HBP1	1	HBP1	
CTDSPL2	1	CTDSPL2	
IGFBP6	1	IGFBP6	
ODF2L	1	ODF2L	
DOCK1	1	DOCK1	
HOXB2	1	HOXB2	
LSM11	1	LSM11	
LRRN1	1	LRRN1	
LINC01605	1	LINC01605	
COL14A1	1	COL14A1	
MGST2	1	MGST2	
SLC37A2	1	SLC37A2	
NBPF14	1	NBPF14	
THRB	1	THRB	
TRPV3	1	TRPV3	
FGF7	1	FGF7	
LSAMP	1	LSAMP	
ARL10	1	ARL10	
SIPA1L3	1	SIPA1L3	
STARD9	1	STARD9	
LHFPL6	1	LHFPL6	
YAP1	1	YAP1	
CLEC11A	1	CLEC11A	
DIO2	1	DIO2	
POPDC3	1	POPDC3	
ZNF618	1	ZNF618	
RNF112	1	RNF112	
ESM1	1	ESM1	
EDARADD	1	EDARADD	
OSBPL8	1	OSBPL8	
RFTN2	1	RFTN2	
A4GALT	1	A4GALT	
FZD4	1	FZD4	
SEC14L1	1	SEC14L1	
MNT	1	MNT	
TRO	1	TRO	
KIF3C	1	KIF3C	
ZNF609	1	ZNF609	
CHST15	1	CHST15	
NEO1	1	NEO1	
EDA	1	EDA	
AKAP12	1	AKAP12	
ZNF521	1	ZNF521	
CPAMD8	1	CPAMD8	
PML	1	PML	
HIVEP2	1	HIVEP2	
ITGAV	1	ITGAV	
GUSB	1	GUSB	
CPS1	1	CPS1	
ARHGEF40	1	ARHGEF40	
TPM4	1	TPM4	
MAP3K12	1	MAP3K12	
MYO9B	1	MYO9B	
BTN3A2	1	BTN3A2	
QKI	1	QKI	
ZBTB4	1	ZBTB4	
G0S2	1	G0S2	
MIR155HG	1	MIR155HG	
FRRS1	1	FRRS1	
ENSG00000286190	1	LOC728392	
MIA	1	MIA	
NBPF10	1	NBPF10	
B4GALT6	1	B4GALT6	
EBF3	1	EBF3	
LZTS1	1	LZTS1	
MC1R	1	MC1R	
SEL1L3	1	SEL1L3	
ANGPT1	1	ANGPT1	
PLCL1	1	PLCL1	
CALB2	1	CALB2	
PIK3R6	1	PIK3R6	
SEMA3A	1	SEMA3A	
ST6GAL2	1	ST6GAL2	
CTSF	1	CTSF	
MAGED4	1	MAGED4	
PHF21A	1	PHF21A	
TYRO3	1	TYRO3	
DHRS7	1	DHRS7	
GPSM1	1	GPSM1	
ITM2B	1	ITM2B	
RNLS	1	RNLS	
TBC1D23	1	TBC1D23	
MCC	1	MCC	
RCC2	1	RCC2	
SLFN11	1	SLFN11	
CSF1	1	CSF1	
AKAP6	1	AKAP6	
IFT81	1	IFT81	
IL1R1	1	IL1R1	
CHRM3	1	CHRM3	
PIK3R1	1	PIK3R1	
PLA2G4A	1	PLA2G4A	
ZNF775	1	ZNF775	
RABL3	1	RABL3	
FUZ	1	FUZ	
GALNT6	1	GALNT6	
HECTD3	1	HECTD3	
NCOA3	1	NCOA3	
STAG2	1	STAG2	
PLSCR1	1	PLSCR1	
EIF2AK4	1	EIF2AK4	
TLR4	1	TLR4	
SLC22A23	1	SLC22A23	
LINGO2	1	LINGO2	
SUSD2	1	SUSD2	
PDGFD	1	PDGFD	
SLC16A2	1	SLC16A2	
IRS1	1	IRS1	
EMCN	1	EMCN	
KCNS3	1	KCNS3	
MIB1	1	MIB1	
TTC3	1	TTC3	
PDE3A	1	PDE3A	
PMEPA1	1	PMEPA1	
RTP4	1	RTP4	
WDR19	1	WDR19	
PTGIR	1	PTGIR	
C11orf87	1	C11orf87	
ZC2HC1A	1	ZC2HC1A	
ATG16L2	1	ATG16L2	
SEMA4C	1	SEMA4C	
POU3F3	1	POU3F3	
BCL2L11	1	BCL2L11	
GHDC	1	GHDC	
FERMT1	1	FERMT1	
LIN7A	1	LIN7A	
DNAAF11	1	DNAAF11	
NFE2L3	1	NFE2L3	
SPSB3	1	SPSB3	
FAM131B	1	FAM131B	
PHACTR1	1	PHACTR1	
SLC1A3	1	SLC1A3	
SNHG14	1	SNHG14	
KYNU	1	KYNU	
LINC02725	1	LINC02725	
HOXC4	1	HOXC4	
TMEM121	1	TMEM121	
HSD11B1	1	HSD11B1	
CH25H	1	CH25H	
MVB12A	1	MVB12A	
RNF122	1	RNF122	
SNHG18	1	SNHG18	
PNPLA4	1	PNPLA4	
INHBA	1	INHBA	
SMOC1	1	SMOC1	
NKD2	1	NKD2	
DUXAP8	1	DUXAP8	
